Designators,Casing,Section,Subsection,Ecoinvent_unit,unit,Total_quantity,Total_mass_kg,Ecoinvent_flow,Category,Manufacturer,Part_Number,Description,number_elements,Quantity_per_element,Has_datasheet_info,L_mm,W_mm,H_mm,Volume_cm3_excel,Density_min_g_cm3,Density_max_g_cm3,Metal_extra_g,mass_space_relation_m2/kg,Database,Direction,Comments,Order_index,Category_order,Group_order,Method,Volume_cm3,Density_used_g_cm3,Density_source,Validation_error,Subsystem
"R58, R59, R60, R61, R62, R63, R64, R65, R79, R80, R81, R82, R83, R84, R85, R86, R87, R88, R89, R90, R91, R92, R93, R94, R95, R96, R97, R98, R99, R100, R101, R102, R103, R104, R105, R106, R107, R108, R109, R110, R111, R112, R113, R114, R115, R116, R117, R118",0402,Passives,Resistors,kg,kg,3.9e-05,3.9e-05,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_10K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,48,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,104,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
R127,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_110K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,108,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
R128,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_300K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,109,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
R129,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_15K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,110,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
R130,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_13K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,111,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
R131,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_40K2_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,112,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
R132,0805,Passives,Resistors,kg,kg,4.575e-06,4.575e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0805_1M_1%_0.125W_100PPM,General Purpose Thick Film Chip Resistor,1,4.575e-06,NO,2,1.25,0.5,,3,4,0.0002,0,EcoInvent,Input,0805 resistor.,113,37,41,CALCULATED,0.00125,3.5,MIN_MAX_AVG,,digital_control
R150,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_162K_1%_0.063W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,114,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
R151,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_13K3_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,115,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
"R155, R156",0402,Passives,Resistors,kg,kg,1.625e-06,1.625e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_200K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,2,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,116,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
"R161, R163, R165, R167, R168, R170, R171, R173, R174, R176",0402,Passives,Resistors,kg,kg,8.125e-06,8.125e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_8R2_1%_0.0625W_200PPM,General Purpose Thick Film Chip Resistor,10,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,117,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
"R162, R166, R169",0805,Passives,Resistors,kg,kg,1.3725e-05,1.3725e-05,"resistor production, surface-mounted",Thick Film,GENERIC,R0805_0R05_1%_0.25W_300PPM,Low Resistance Thick Film Chip Resistor,3,4.575e-06,NO,2,1.25,0.5,,3,4,0.0002,0,EcoInvent,Input,0805 resistor.,118,37,41,CALCULATED,0.00125,3.5,MIN_MAX_AVG,,digital_control
R164,0805,Passives,Resistors,kg,kg,4.575e-06,4.575e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0805_1K_1%_0.125W_100PPM,General Purpose Thick Film Chip Resistor,1,4.575e-06,NO,2,1.25,0.5,,3,4,0.0002,0,EcoInvent,Input,0805 resistor.,119,37,41,CALCULATED,0.00125,3.5,MIN_MAX_AVG,,digital_control
"R178_P24V_FUSE1, R178_P24V_FUSE2, R178_P24V_FUSE3, R178_P24V_FUSE4, R178_P24V_FUSE5, R178_P24V_FUSE6, R178_P24V_FUSE7, R178_P24V_FUSE8",0402,Passives,Resistors,kg,kg,6.5e-06,6.5e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_620K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,8,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,121,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
"R182, R183, R195, R196",0402,Passives,Resistors,kg,kg,3.25e-06,3.25e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_330R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,4,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,123,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
R186,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_43K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,124,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
"R188_P24V_FUSE1, R188_P24V_FUSE2, R188_P24V_FUSE3, R188_P24V_FUSE4, R188_P24V_FUSE5, R188_P24V_FUSE6, R188_P24V_FUSE7, R188_P24V_FUSE8",0402,Passives,Resistors,kg,kg,6.5e-06,6.5e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_9K1_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,8,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,125,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
"R189_P24V_FUSE1, R189_P24V_FUSE2, R189_P24V_FUSE3, R189_P24V_FUSE4, R189_P24V_FUSE5, R189_P24V_FUSE6, R189_P24V_FUSE7, R189_P24V_FUSE8",0402,Passives,Resistors,kg,kg,6.5e-06,6.5e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_30K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,8,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,126,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
"R191, R192, R197, R198",0402,Passives,Resistors,kg,kg,3.25e-06,3.25e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_22R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,4,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,127,37,41,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
"R39_DIG_FAST_IN_CCT_0, R39_DIG_FAST_IN_CCT_1, R39_DIG_FAST_IN_CCT_2, R39_DIG_FAST_IN_CCT_3, R39_DIG_FAST_IN_CCT_4, R39_DIG_FAST_IN_CCT_5, R39_DIG_FAST_IN_CCT_6, R39_DIG_FAST_IN_CCT_7, R39_DIG_FAST_IN_CCT_8, R39_DIG_FAST_IN_CCT_9, R39_DIG_FAST_IN_CCT_10, R39_DIG_FAST_IN_CCT_11, R39_DIG_FAST_IN_CCT_12, R39_DIG_FAST_IN_CCT_13",0402,Passives,Resistors,kg,kg,1.1375e-05,1.1375e-05,"resistor production, surface-mounted",Thin Film,GENERIC,R0402_10K_0.1%_0.0625W_25PPM,Precision Surface Mount Resistor,14,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402 thin film; mass same as thick film.,95,38,42,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
"R66_DIG_IND_IN_1, R66_DIG_IND_IN_2, R66_DIG_IND_IN_3, R66_DIG_IND_IN_4, R66_DIG_IND_IN_5, R66_DIG_IND_IN_6, R66_DIG_IND_IN_7, R66_DIG_IND_IN_8, R66_DIG_IND_IN_9, R66_DIG_IND_IN_10, R66_DIG_IND_IN_11, R66_DIG_IND_IN_12, R66_DIG_IND_IN_13, R66_DIG_IND_IN_14, R70_DIG_IND_IN_1, R70_DIG_IND_IN_2, R70_DIG_IND_IN_3, R70_DIG_IND_IN_4, R70_DIG_IND_IN_5, R70_DIG_IND_IN_6, R70_DIG_IND_IN_7, R70_DIG_IND_IN_8, R70_DIG_IND_IN_9, R70_DIG_IND_IN_10, R70_DIG_IND_IN_11, R70_DIG_IND_IN_12, R70_DIG_IND_IN_13, R70_DIG_IND_IN_14, R75_DIG_IND_IN_1, R75_DIG_IND_IN_2, R75_DIG_IND_IN_3, R75_DIG_IND_IN_4, R75_DIG_IND_IN_5, R75_DIG_IND_IN_6, R75_DIG_IND_IN_7, R75_DIG_IND_IN_8, R75_DIG_IND_IN_9, R75_DIG_IND_IN_10, R75_DIG_IND_IN_11, R75_DIG_IND_IN_12, R75_DIG_IND_IN_13, R75_DIG_IND_IN_14, R77_DIG_IND_IN_1, R77_DIG_IND_IN_2, R77_DIG_IND_IN_3, R77_DIG_IND_IN_4, R77_DIG_IND_IN_5, R77_DIG_IND_IN_6, R77_DIG_IND_IN_7, R77_DIG_IND_IN_8, R77_DIG_IND_IN_9, R77_DIG_IND_IN_10, R77_DIG_IND_IN_11, R77_DIG_IND_IN_12, R77_DIG_IND_IN_13, R77_DIG_IND_IN_14, R199_DIG_IND_IN_1, R199_DIG_IND_IN_2, R199_DIG_IND_IN_3, R199_DIG_IND_IN_4, R199_DIG_IND_IN_5, R199_DIG_IND_IN_6, R199_DIG_IND_IN_7, R199_DIG_IND_IN_8, R199_DIG_IND_IN_9, R199_DIG_IND_IN_10, R199_DIG_IND_IN_11, R199_DIG_IND_IN_12, R199_DIG_IND_IN_13, R199_DIG_IND_IN_14",MELF,Passives,Resistors,kg,kg,0.0013573,0.0013573,"resistor production, surface-mounted",Thin Film,GENERIC,RMELF_2K2_1%_0.2W_50PPM,"Thin Film Mini-MELF Resistors, 2.2kΩ, 1%, 0.2W",70,1.939e-05,NO,,,,0.00554,3,4,,0,EcoInvent,Input,MELF (Mini-MELF) cylindrical package; mass from volume (cylinder: π×0.8²×3.6 mm³ = 7.24 mm³ = 0.00724 cm³) × 3.5 g/cm³ + metal_extra 0.002 = 0.0273 g.,105,38,42,CALCULATED,0.00554,3.5,MIN_MAX_AVG,,digital_control
"R67_DIG_IND_IN_1, R67_DIG_IND_IN_2, R67_DIG_IND_IN_3, R67_DIG_IND_IN_4, R67_DIG_IND_IN_5, R67_DIG_IND_IN_6, R67_DIG_IND_IN_7, R67_DIG_IND_IN_8, R67_DIG_IND_IN_9, R67_DIG_IND_IN_10, R67_DIG_IND_IN_11, R67_DIG_IND_IN_12, R67_DIG_IND_IN_13, R67_DIG_IND_IN_14, R69_DIG_IND_IN_1, R69_DIG_IND_IN_2, R69_DIG_IND_IN_3, R69_DIG_IND_IN_4, R69_DIG_IND_IN_5, R69_DIG_IND_IN_6, R69_DIG_IND_IN_7, R69_DIG_IND_IN_8, R69_DIG_IND_IN_9, R69_DIG_IND_IN_10, R69_DIG_IND_IN_11, R69_DIG_IND_IN_12, R69_DIG_IND_IN_13, R69_DIG_IND_IN_14, R72_DIG_IND_IN_1, R72_DIG_IND_IN_2, R72_DIG_IND_IN_3, R72_DIG_IND_IN_4, R72_DIG_IND_IN_5, R72_DIG_IND_IN_6, R72_DIG_IND_IN_7, R72_DIG_IND_IN_8, R72_DIG_IND_IN_9, R72_DIG_IND_IN_10, R72_DIG_IND_IN_11, R72_DIG_IND_IN_12, R72_DIG_IND_IN_13, R72_DIG_IND_IN_14, R76_DIG_IND_IN_1, R76_DIG_IND_IN_2, R76_DIG_IND_IN_3, R76_DIG_IND_IN_4, R76_DIG_IND_IN_5, R76_DIG_IND_IN_6, R76_DIG_IND_IN_7, R76_DIG_IND_IN_8, R76_DIG_IND_IN_9, R76_DIG_IND_IN_10, R76_DIG_IND_IN_11, R76_DIG_IND_IN_12, R76_DIG_IND_IN_13, R76_DIG_IND_IN_14",0805,Passives,Resistors,kg,kg,0.000301,0.000301,"resistor production, surface-mounted",Thin Film,GENERIC,R0805_10K_0.1%_0.125W_25PPM,Thin Film Chip Resistor,56,5.375e-06,NO,2.0,1.25,0.5,,3,4,0.001,0,EcoInvent,Input,0805 thin film; same mass as 0805 thick film.,106,38,42,CALCULATED,0.00125,3.5,MIN_MAX_AVG,,digital_control
"R78_DIG_IND_IN_1, R78_DIG_IND_IN_2, R78_DIG_IND_IN_3, R78_DIG_IND_IN_4, R78_DIG_IND_IN_5, R78_DIG_IND_IN_6, R78_DIG_IND_IN_7, R78_DIG_IND_IN_8, R78_DIG_IND_IN_9, R78_DIG_IND_IN_10, R78_DIG_IND_IN_11, R78_DIG_IND_IN_12, R78_DIG_IND_IN_13, R78_DIG_IND_IN_14",0402,Passives,Resistors,kg,kg,1.1375e-05,1.1375e-05,"resistor production, surface-mounted",Thin Film,GENERIC,R0402_5K1_0.1%_0.0625W_25PPM,Thin Film Chip Resistor,14,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402 thin film.,107,38,42,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
"R175, R180",1206,Passives,Resistors,kg,kg,2.5712e-05,2.5712e-05,"resistor production, surface-mounted",Current Sense,OHMITE,LVK20R002FER,"Four Terminal High Precision Current Sense, 0.002Ω, 1%, 0.75W",2,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,0,EcoInvent,Input,"1206 current sense resistor; same dimensions as standard 1206 resistor, mass ~0.012g.",120,39,43,CALCULATED,0.002816,3.5,MIN_MAX_AVG,,digital_control
R179,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Zero Ohm,GENERIC,R0402_0R_JUMPER,1A (0.05R Max DC Resistance) Zero Ohm Jumper,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402 zero ohm jumper; mass same as 0402 resistor.,122,40,44,CALCULATED,0.000175,3.5,MIN_MAX_AVG,,digital_control
SW1,DIP,Electromechanical,Switches,kg,kg,0.00010056875,0.00010056875,"electronic component, passive, unspecified",DIP Switch,TE CONNECTIVITY,1571983-4,"4 Way SPST SMD DIP Switch, Latched, Contact Rating 0.025A 24VDC",1,0.00010056875,NO,6.2,4.5,1.45,,1.2,1.3,0.05,0,EcoInvent,Input,Passive too general but accepted,128,41,45,CALCULATED,0.040455,1.25,MIN_MAX_AVG,,digital_control
"T1, T3",SOT23,Discrete Semiconductors,Small Signal,kg,kg,1.6425e-05,1.6425e-05,"transistor production, surface-mounted",MOSFET,ONSEMI,BSS138LT1G,"50V, 200mA N-Channel Enhancement Mode Field-Effect Transistor",2,8.2125e-06,NO,2.9,1.3,1,,1.2,1.3,0.0035,,EcoInvent,Input,Mass from casing,129,42,46,CALCULATED,0.00377,1.25,MIN_MAX_AVG,,digital_control
"T2_CONTACT_OUT_0, T2_CONTACT_OUT_1, T2_CONTACT_OUT_2, T2_CONTACT_OUT_3, T2_CONTACT_OUT_4, T2_CONTACT_OUT_5",SOT23,Discrete Semiconductors,Small Signal,kg,kg,4.9275e-05,4.9275e-05,"transistor production, surface-mounted",MOSFET,NEXPERIA,NX138BKW,"60V, 210mA, N-Channel Trench MOSFET",6,8.2125e-06,NO,2.9,1.3,1,,1.2,1.3,0.0035,,EcoInvent,Input,Mass from casing,130,42,46,CALCULATED,0.00377,1.25,MIN_MAX_AVG,,digital_control
PCB,,PCB,,m2,m2,0.00374,0.0115192,"printed wiring board production, for through-hole mounting, Pb free surface",AUTO,Panel of 4 PCBs,EDA-05283-V1,Q Power Card [25A 100V] Printed Circuit Board (Bare),1,0.00374,YES,34,110,,,,,,3.08,EcoInvent,Input,"Technological similarity: A power supply unit PCB is more representative of an inverter power card (2‑4 layers, power components) than a desktop mainboard (high‑density, many layers). Pb‑free consistency: The Pb‑free version aligns with the Pb‑free solder used elsewhere in the BOM (e.g., mounting process), avoiding methodological inconsistency and reflecting modern RoHS‑compliant practices.",1,1,1,M2_EQUIVALENT,,,M2_RELATION,,fan_supervision_card
"F1, F2",,Passives,Protection,kg,kg,0.000948,0.000948,"electronic component, passive, unspecified",AUTO,BOURNS,MF-SM030,PTC Resettable Fuse,2,0.000474,YES,,,,,,,,,EcoInvent,Input,Mass info: https://www.tme.eu/bg/en/details/mf-sm030-2/smd-polymer-fuses/bourns/,5,1,4,DATASHEET_QTY_KG,,,MISSING,,fan_supervision_card
"J1,J2",,Electromechanical,Connectors,kg,kg,0.003804,0.003804,"electric connector production, wire clamp",AUTO,WAGO,236-402,"16A 250VAC Grey 2 Way PCB Terminal Block, Pitch 5mm, CAGE CLAMP® Connection,Wire Size Max: 2.5mm²",2,0.001902,YES,,,,,,,,,EcoInvent,Input,MASS INFO: https://www.wagoproducts.com/printed-circuit/series-236/wago-236-402/,6,1,5,DATASHEET_QTY_KG,,,MISSING,,fan_supervision_card
J3,,Electromechanical,Connectors,kg,kg,0.00405,0.00405,"electric connector production, wire clamp",AUTO,3M,N3793-6302RB,"10 Contacts - Straight .100'' x .100'' Low Profile Black Four-Wall Header (Long Roll Pin Latch/Ejectors), 3000 Series",1,0.00405,YES,,,,,,,,,EcoInvent,Input,MASS INFO: https://www.tme.eu/ps/en/details/n3793-6302rb/idc-connectors/3m/,7,1,5,DATASHEET_QTY_KG,,,MISSING,,fan_supervision_card
PB4,,Hardware,Mounting Hardware,kg,kg,0.01,0.01,"electronic component, passive, unspecified",AUTO,SCHNEIDER,ZB6Y011,"Body Fixing Collar for Electrical Block + Fixing Point with Fixing Screws, SCHNEIDER XB6 Modular Series",1,0.01,YES,,,,,,,,,EcoInvent,Input,Mass info: https://www.tme.eu/cn/zh/details/zb6y011/biao-zhun-pei-jian/schneider-electric/,9,1,7,DATASHEET_QTY_KG,,,MISSING,,fan_supervision_card
"R5, R6",1206,Passives,Resistors,kg,kg,2.5712e-05,2.5712e-05,"resistor production, surface-mounted",AUTO,Generic,R1206_10K_1%_0.25W_100PPM,"10 kΩ, 1%, 0.25W, 100 ppm/°C, 1206",2,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,,EcoInvent,Input,The dataset explicitly represents surface‑mounted resistors.,11,1,9,CALCULATED,0.002816,3.5,MIN_MAX_AVG,,fan_supervision_card
for J3s,,Hardware,Mounting hardware,kg,kg,0.00126385,0.00126385,"market for steel, low-alloyed + metal working, average for metal product manufacturing",AUTO,3M,3341-5,"#4-24 x 5/16'' (7.94mm) Pan Head Cutting Screw, Fully Threaded, Stainless Steel",2,0.000631925,NO,,,,0.0805,7.8,7.9,0,,EcoInvent,Input,"This combination represents the two required stages for metal-component LCAs: (1) stainless‑steel material production, and (2) forming/working processes needed to shape the component.",12,1,10,CALCULATED,0.0805,7.85,MIN_MAX_AVG,,fan_supervision_card
SMD_PROCESS,,Assembly Processes,SMD,m2,m2,0.028,,"mounting, surface mount technology, Pb-free solder",AUTO,,,Assambly SMD components in the PCB,1,0.028,YES,160,175,,,,,,,EcoInvent,Input,,14,1,12,AREA_LW_MM_TO_M2,,,,,fan_supervision_card
THT_PROCESS,,Assembly Processes,THT,m2,m2,0.028,,"mounting, through-hole technology, Pb-free solder",AUTO,,,Assambly THT components in the PCB,1,0.028,YES,160,175,,,,,,,EcoInvent,Input,,15,1,13,AREA_LW_MM_TO_M2,,,,,fan_supervision_card
"C1, C10",,Passives,Capacitors,kg,kg,0.0038,0.0038,"capacitor production, electrolyte type, < 2cm height",Electrolytic,VISHAY BCCOMPONENTS,MAL213668101E3,±20% 63V Low ESR 0R190 Aluminum Electrolytic Capacitor,2,0.0019,YES,,,,,,,,,EcoInvent,Input,"Mass from datasheet, electrolytic and height specified",2,2,2,DATASHEET_QTY_KG,,,MISSING,,fan_supervision_card
C2 > C9,1206,Passives,Capacitors,kg,kg,0.000452608,0.000452608,"capacitor production, for surface-mounting",Film,GENERIC,CC1206_100NF_50V_10%_X7R,,8,5.6576e-05,NO,3.2,1.6,1.7,,6,7,0,,EcoInvent,Input,SMD type capacitors and termination (SMT) – exactly what MLCCs are.,3,3,3,CALCULATED,0.008704,6.5,MIN_MAX_AVG,,fan_supervision_card
"C11, C12",1206,Passives,Capacitors,kg,kg,0.000113152,0.000113152,"capacitor production, for surface-mounting",Film,GENERIC,CC1206_1NF_50V_10%_X7R,,2,5.6576e-05,NO,3.2,1.6,1.7,,6,7,0,,EcoInvent,Input,SMD type capacitors and termination (SMT) – exactly what MLCCs are.,4,3,3,CALCULATED,0.008704,6.5,MIN_MAX_AVG,,fan_supervision_card
PB1 > PB3,,Electromechanical,Switches,kg,kg,0.012,0.012,"electronic component, passive, unspecified",Contact Block,SCHNEIDER,ZB6E2A,"NC THD Switch, Top Actuator, SCHNEIDER XB6 Modular Series",3,0.004,YES,,,,,,,,,EcoInvent,Input,Mass from datasheet,8,4,6,DATASHEET_QTY_KG,,,MISSING,,fan_supervision_card
"R1-R4,R7-R18",1206,Passives,Resistors,kg,kg,0.000205696,0.000205696,"resistor production, surface-mounted",Switch Mounting Collar,Generic,R1206_10R_1%_0.25W_200PPM,"10 Ω, 1%, 0.25W, 200 ppm/°C, 1206",16,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,,EcoInvent,Input,The dataset explicitly represents surface‑mounted resistors.,10,5,8,CALCULATED,0.002816,3.5,MIN_MAX_AVG,,fan_supervision_card
PB5,,Electromechanical,Switches,kg,kg,0.035,0.035,"electronic component, passive, unspecified",Emergency Stop Pushbutton Head,SCHNEIDER,ZB6AS834,"Emergency Stop Pushbutton Head Trigger and Latching Turn Release,SCHNEIDER XB6 Modular Series",1,0.035,YES,,,,,,,,,EcoInvent,Input,Mass info from datasheet,13,6,11,DATASHEET_QTY_KG,,,MISSING,,fan_supervision_card
PCB,,PCB,,m2,m2,0.017,0.05236,"printed wiring board production, for through-hole mounting, Pb free surface",AUTO,Panel of 2,EDA-04977-V1,"Panel of 2, 160x105 mm",1,0.017,YES,170,100,,,,,,3.08,EcoInvent,Input,"Technological similarity: A power supply unit PCB is more representative of an inverter power card (2‑4 layers, power components) than a desktop mainboard (high‑density, many layers). Pb‑free consistency: The Pb‑free version aligns with the Pb‑free solder used elsewhere in the BOM (e.g., mounting process), avoiding methodological inconsistency and reflecting modern RoHS‑compliant practices.",1,1,1,M2_EQUIVALENT,,,M2_RELATION,,filter_card
"HVDC_M, HVDV_P",,Passives,Test PIN,kg,kg,0.00016,0.00016,"electronic component, passive, unspecified",AUTO,VERO TECHNOLOGIES,20-2136,Black Bead PCB Terminal Test Pin for 1.6mm PCB Thickness (1.32mm Hole),2,8e-05,YES,,,,,,,,,EcoInvent,Input,Chossen passive generic because it includes thins kind of components and there is not another alternative.,6,1,4,DATASHEET_QTY_KG,,,MISSING,,filter_card
"J1,J2,J4",,Electromechanical,Connectors,kg,kg,0.005949,0.005949,"electric connector production, peripheral type buss",AUTO,TYCO ELECTRONICS,350789-1,3 Circuits In-Line - Universal MATE-N-LOK Connector,3,0.001983,YES,,,,,,,,,EcoInvent,Input,Good proxy for a general‑purpose industrial connector; not exact but covers similar materials and function For the mass: https://www.tme.com/in/en/details/350789-1/raster-signal-connectors-6-35mm/te-connectivity/,7,1,5,DATASHEET_QTY_KG,,,MISSING,,filter_card
L1,,Magnetics,Inductors,kg,KG,0.0827,0.0827,"transformer production, low voltage use",AUTO,CERN,HCRAPQU001-0,HF Common Mode Inductor,1,0.0827,YES,,,,,,,,,EcoInvent,Input,The proportions should be modifiedon row; user will delete,9,1,7,DATASHEET_QTY_KG,,,MISSING,,filter_card
R1-R4,,Passives,Resistors,kg,kg,0.00497724,0.00497724,"resistor, metal film type, through-hole mounting",AUTO,Generic,RMF_47K_5%_3W_250PPM_2286-1670X520,±5% 3W ±250ppm/°C Leaded Power Metal Film Resistor,4,0.00124431,NO,,,,0.35466,3,4,0.003,,EcoInvent,Input,,10,1,8,CALCULATED,0.35466,3.5,MIN_MAX_AVG,,filter_card
THT_PROCESS,,Assembly Processes,THT,m2,m2,0.017,,"mounting, through-hole technology, Pb-free solder",AUTO,,,Assambly THT components in the PCB,1,0.017,YES,170,100,,,,,,,EcoInvent,Input,,12,1,9,AREA_LW_MM_TO_M2,,,,,filter_card
"C1, C4",,Passives,Capacitors,kg,kg,0.002673,0.002673,"capacitor production, film type, for through-hole mounting",Film,WIMA,MKY22W21004B00MSSD,"10 nF, ±20%, 300VAC, Class Y2, MKP-Y2",2,0.0013365,NO,18,5,11,,1.3,1.4,0,,EcoInvent,Input,,2,2,2,CALCULATED,0.99,1.35,MIN_MAX_AVG,,filter_card
C3,,Passives,Capacitors,kg,kg,0.04425975,0.04425975,"capacitor production, film type, for through-hole mounting",Film,WIMA,MKP4O141507G00MSSD,±20% 1000VDC/400VAC Metallized Polypropylene Film Capacitor (MKP4),1,0.04425975,NO,20,39.5,41.5,,1.3,1.4,0,,EcoInvent,Input,,3,2,2,CALCULATED,32.785,1.35,MIN_MAX_AVG,,filter_card
C8,,Passives,Capacitors,kg,kg,0.09804375,0.09804375,"capacitor production, film type, for through-hole mounting",Film,WIMA,DCP4L055007JD4KSSD,±10% 800VDC Metallized Polypropylene Capacitor (MKP4) For DC-Link Applications,1,0.09804375,NO,35,41.5,50,,1.3,1.4,0,,EcoInvent,Input,,5,2,2,CALCULATED,72.625,1.35,MIN_MAX_AVG,,filter_card
"C2,C5",,Passives,Capacitors,kg,kg,0.0019305,0.0019305,"capacitor production, film type, for through-hole mounting",Film,WIMA,MKY22W14703F00MSSD,±20% 300VAC Metallized Polypropylene RFI Capacitor Class Y2 (MKP-Y2),2,0.00096525,NO,13,5,11,,1.3,1.4,0,,EcoInvent,Input,,11,2,2,CALCULATED,0.715,1.35,MIN_MAX_AVG,,filter_card
